# CONVERGE Release Build 2.3.29/  Dec 13, 2017        Run Date:Sat Jan 13 15:08:31 2018
# column       1                2                3                4                5                6                7                8                9               10               11               12               13               14               15               16               17 
#          Crank         Pressure         Max_Pres         Min_Pres        Mean_Temp         Max_Temp         Min_Temp           Volume             Mass          Density    Integrated_HR          HR_Rate              C_p              C_v            Gamma         Kin_Visc         Dyn_Visc
#          (DEG)            (MPa)            (MPa)            (MPa)              (K)              (K)              (K)            (m^3)             (kg)         (kg/m^3)              (J)         (J/time)         (J/kg-K)         (J/kg-K)           (none)          (m^2/s)        (N*s/m^2)
#
 -3.1715646e+002   9.4410598e-002   9.9454445e-002   8.6398518e-002   4.7968093e+002   1.0215178e+003   3.3094157e+002   1.3488509e-004   1.0075247e-004   7.4695039e-001  -1.8569951e-006  -1.5457913e-008   1.2290687e+003   9.6677024e+002   1.2713141e+000   3.5577542e-005   2.5879089e-005
 -3.1712234e+002   9.4426505e-002   9.9468633e-002   8.6404281e-002   4.7957468e+002   1.0210455e+003   3.3020781e+002   1.3500384e-004   1.0088013e-004   7.4723895e-001  -1.8575177e-006  -1.5317502e-008   1.2289700e+003   9.6666504e+002   1.2713504e+000   3.5555995e-005   2.5875574e-005
 -3.1708821e+002   9.4442430e-002   9.9482209e-002   8.6429591e-002   4.7946902e+002   1.0205606e+003   3.2938248e+002   1.3512242e-004   1.0100765e-004   7.4752692e-001  -1.8580397e-006  -1.5295046e-008   1.2288719e+003   9.6656054e+002   1.2713864e+000   3.5534539e-005   2.5872077e-005
 -3.1705406e+002   9.4458287e-002   9.9493639e-002   8.6446172e-002   4.7936353e+002   1.0200522e+003   3.2920386e+002   1.3524122e-004   1.0113528e-004   7.4781405e-001  -1.8585583e-006  -1.5184024e-008   1.2287735e+003   9.6645573e+002   1.2714225e+000   3.5513148e-005   2.5868585e-005
 -3.1701988e+002   9.4474171e-002   9.9503474e-002   8.6469634e-002   4.7925829e+002   1.0195176e+003   3.2925105e+002   1.3536010e-004   1.0126301e-004   7.4810093e-001  -1.8590732e-006  -1.5066463e-008   1.2286751e+003   9.6635071e+002   1.2714587e+000   3.5491820e-005   2.5865099e-005
 -3.1698568e+002   9.4490039e-002   9.9508839e-002   8.6488821e-002   4.7915318e+002   1.0189563e+003   3.2947597e+002   1.3547917e-004   1.0139090e-004   7.4838735e-001  -1.8595849e-006  -1.4961237e-008   1.2285769e+003   9.6624603e+002   1.2714949e+000   3.5470511e-005   2.5861622e-005
 -3.1695143e+002   9.4505778e-002   9.9513785e-002   8.6493139e-002   4.7904803e+002   1.0186663e+003   3.2979327e+002   1.3559862e-004   1.0151909e-004   7.4867348e-001  -1.8600936e-006  -1.4852106e-008   1.2284783e+003   9.6614087e+002   1.2715313e+000   3.5449252e-005   2.5858136e-005
 -3.1691714e+002   9.4521630e-002   9.9521358e-002   8.6523052e-002   4.7894313e+002   1.0185068e+003   3.3032621e+002   1.3571823e-004   1.0164750e-004   7.4895983e-001  -1.8605973e-006  -1.4690764e-008   1.2283798e+003   9.6603576e+002   1.2715676e+000   3.5428019e-005   2.5854657e-005
 -3.1688283e+002   9.4537430e-002   9.9527514e-002   8.6544763e-002   4.7883841e+002   1.0183372e+003   3.3396973e+002   1.3583788e-004   1.0177594e-004   7.4924563e-001  -1.8610962e-006  -1.4541558e-008   1.2282817e+003   9.6593118e+002   1.2716038e+000   3.5406854e-005   2.5851185e-005
 -3.1684853e+002   9.4553152e-002   9.9528955e-002   8.6559664e-002   4.7873375e+002   1.0181566e+003   3.3393497e+002   1.3595760e-004   1.0190448e-004   7.4953132e-001  -1.8615917e-006  -1.4447355e-008   1.2281845e+003   9.6582765e+002   1.2716394e+000   3.5385721e-005   2.5847718e-005
 -3.1681423e+002   9.4568921e-002   9.9533899e-002   8.6568409e-002   4.7862944e+002   1.0179626e+003   3.3395293e+002   1.3607734e-004   1.0203306e-004   7.4981675e-001  -1.8620817e-006  -1.4283834e-008   1.2280872e+003   9.6572403e+002   1.2716751e+000   3.5364649e-005   2.5844260e-005
 -3.1677991e+002   9.4584612e-002   9.9540169e-002   8.6581888e-002   4.7852531e+002   1.0177602e+003   3.3401938e+002   1.3619725e-004   1.0216172e-004   7.5010121e-001  -1.8625676e-006  -1.4158248e-008   1.2279897e+003   9.6562005e+002   1.2717111e+000   3.5343660e-005   2.5840805e-005
 -3.1674556e+002   9.4600296e-002   9.9554694e-002   8.6604527e-002   4.7842140e+002   1.0175428e+003   3.3414919e+002   1.3631736e-004   1.0229055e-004   7.5038537e-001  -1.8630517e-006  -1.4092054e-008   1.2278922e+003   9.6551616e+002   1.2717469e+000   3.5322714e-005   2.5837359e-005
 -3.1671117e+002   9.4615992e-002   9.9584723e-002   8.6626626e-002   4.7831742e+002   1.0173329e+003   3.3433403e+002   1.3643783e-004   1.0241975e-004   7.5066970e-001  -1.8635316e-006  -1.3954132e-008   1.2277944e+003   9.6541185e+002   1.2717830e+000   3.5301774e-005   2.5833909e-005
 -3.1667673e+002   9.4631584e-002   9.9561963e-002   8.6640368e-002   4.7821348e+002   1.0171188e+003   3.3456487e+002   1.3655836e-004   1.0254896e-004   7.5095337e-001  -1.8640080e-006  -1.3835959e-008   1.2276969e+003   9.6530794e+002   1.2718189e+000   3.5280885e-005   2.5830460e-005
 -3.1664227e+002   9.4647136e-002   9.9567582e-002   8.6643259e-002   4.7810956e+002   1.0168881e+003   3.3480866e+002   1.3667908e-004   1.0267834e-004   7.5123669e-001  -1.8644798e-006  -1.3686523e-008   1.2275998e+003   9.6520440e+002   1.2718548e+000   3.5260014e-005   2.5827015e-005
 -3.1660777e+002   9.4662738e-002   9.9573738e-002   8.6674802e-002   4.7800596e+002   1.0166621e+003   3.3484085e+002   1.3679991e-004   1.0280789e-004   7.5152020e-001  -1.8649488e-006  -1.3594531e-008   1.2275024e+003   9.6510052e+002   1.2718907e+000   3.5239189e-005   2.5823575e-005
 -3.1657325e+002   9.4678252e-002   9.9580873e-002   8.6691032e-002   4.7790233e+002   1.0164267e+003   3.3469829e+002   1.3692097e-004   1.0293761e-004   7.5180309e-001  -1.8654145e-006  -1.3490569e-008   1.2274051e+003   9.6499687e+002   1.2719265e+000   3.5218431e-005   2.5820130e-005
 -3.1653872e+002   9.4693770e-002   9.9586528e-002   8.6705271e-002   4.7779897e+002   1.0161720e+003   3.3473167e+002   1.3704211e-004   1.0306743e-004   7.5208585e-001  -1.8658765e-006  -1.3382012e-008   1.2273083e+003   9.6489374e+002   1.2719621e+000   3.5197712e-005   2.5816693e-005
 -3.1650418e+002   9.4709332e-002   9.9595057e-002   8.6708547e-002   4.7769594e+002   1.0159071e+003   3.3481891e+002   1.3716327e-004   1.0319728e-004   7.5236820e-001  -1.8663350e-006  -1.3273506e-008   1.2272112e+003   9.6479028e+002   1.2719979e+000   3.5177061e-005   2.5813267e-005
 -3.1646963e+002   9.4724770e-002   9.9607002e-002   8.6742861e-002   4.7759310e+002   1.0156223e+003   3.3497579e+002   1.3728466e-004   1.0332722e-004   7.5264938e-001  -1.8667893e-006  -1.3149494e-008   1.2271140e+003   9.6468669e+002   1.2720337e+000   3.5156487e-005   2.5809848e-005
 -3.1643507e+002   9.4740195e-002   9.9615882e-002   8.6744183e-002   4.7749037e+002   1.0153329e+003   3.3476618e+002   1.3740610e-004   1.0345725e-004   7.5293052e-001  -1.8672401e-006  -1.3045161e-008   1.2270172e+003   9.6458356e+002   1.2720694e+000   3.5135946e-005   2.5806429e-005
 -3.1640050e+002   9.4755645e-002   9.9625725e-002   8.6771518e-002   4.7738790e+002   1.0150230e+003   3.3465381e+002   1.3752758e-004   1.0358735e-004   7.5321149e-001  -1.8676863e-006  -1.2907713e-008   1.2269205e+003   9.6448049e+002   1.2721051e+000   3.5115453e-005   2.5803017e-005
 -3.1636592e+002   9.4770913e-002   9.9636458e-002   8.6802163e-002   4.7728522e+002   1.0147205e+003   3.3454882e+002   1.3764931e-004   1.0371764e-004   7.5349185e-001  -1.8681280e-006  -1.2770787e-008   1.2268246e+003   9.6437832e+002   1.2721404e+000   3.5094987e-005   2.5799596e-005
 -3.1633132e+002   9.4786248e-002   1.0313092e-001   8.6815247e-002   4.7718276e+002   1.0144112e+003   3.3443610e+002   1.3777131e-004   1.0384822e-004   7.5377246e-001  -1.8685660e-006  -1.2661185e-008   1.2267287e+003   9.6427625e+002   1.2721756e+000   3.5074545e-005   2.5796179e-005
 -3.1629671e+002   9.4801622e-002   1.0147228e-001   8.6819527e-002   4.7708089e+002   1.0140643e+003   3.3434817e+002   1.3789318e-004   1.0397866e-004   7.5405228e-001  -1.8690005e-006  -1.2552362e-008   1.2266330e+003   9.6417423e+002   1.2722109e+000   3.5054157e-005   2.5792789e-005
 -3.1626211e+002   9.4816823e-002   9.9734913e-002   8.6853318e-002   4.7697888e+002   1.0136662e+003   3.3433413e+002   1.3801543e-004   1.0410934e-004   7.5433112e-001  -1.8694306e-006  -1.2431258e-008   1.2265368e+003   9.6407178e+002   1.2722463e+000   3.5033863e-005   2.5789385e-005
 -3.1622750e+002   9.4832073e-002   9.9671076e-002   8.6864003e-002   4.7687747e+002   1.0132227e+003   3.3457735e+002   1.3813743e-004   1.0423982e-004   7.5460950e-001  -1.8698577e-006  -1.2340934e-008   1.2264411e+003   9.6396982e+002   1.2722816e+000   3.5013647e-005   2.5786001e-005
 -3.1619288e+002   9.4847322e-002   9.9698916e-002   8.6895868e-002   4.7677625e+002   1.0127337e+003   3.3480320e+002   1.3825956e-004   1.0437039e-004   7.5488735e-001  -1.8702802e-006  -1.2202855e-008   1.2263450e+003   9.6386745e+002   1.2723171e+000   3.4993494e-005   2.5782622e-005
 -3.1615827e+002   9.4862478e-002   9.9742535e-002   8.6923266e-002   4.7667534e+002   1.0121725e+003   3.3396109e+002   1.3838180e-004   1.0450097e-004   7.5516415e-001  -1.8706983e-006  -1.2080301e-008   1.2262493e+003   9.6376546e+002   1.2723524e+000   3.4973418e-005   2.5779254e-005
 -3.1612366e+002   9.4877628e-002   9.9741232e-002   8.6924535e-002   4.7657473e+002   1.0115140e+003   3.3347238e+002   1.3850401e-004   1.0463153e-004   7.5544045e-001  -1.8711129e-006  -1.1981668e-008   1.2261538e+003   9.6366366e+002   1.2723877e+000   3.4953408e-005   2.5775895e-005
 -3.1608904e+002   9.4892745e-002   1.0046336e-001   8.6947894e-002   4.7647446e+002   1.0107804e+003   3.3317178e+002   1.3862634e-004   1.0476209e-004   7.5571565e-001  -1.8715231e-006  -1.1849399e-008   1.2260575e+003   9.6356082e+002   1.2724235e+000   3.4933488e-005   2.5772546e-005
 -3.1605445e+002   9.4907763e-002   1.0002376e-001   8.6975230e-002   4.7637440e+002   1.0099564e+003   3.3189335e+002   1.3874873e-004   1.0489260e-004   7.5598962e-001  -1.8719288e-006  -1.1725024e-008   1.2259611e+003   9.6345793e+002   1.2724594e+000   3.4913658e-005   2.5769201e-005
 -3.1601985e+002   9.4922791e-002   9.9804131e-002   8.6981478e-002   4.7627471e+002   1.0090266e+003   3.3203288e+002   1.3887109e-004   1.0502310e-004   7.5626324e-001  -1.8723307e-006  -1.1617872e-008   1.2258649e+003   9.6335523e+002   1.2724952e+000   3.4893881e-005   2.5765870e-005
 -3.1598523e+002   9.4937800e-002   9.9821119e-002   8.7009553e-002   4.7617517e+002   1.0078703e+003   3.3279985e+002   1.3899365e-004   1.0515377e-004   7.5653652e-001  -1.8727289e-006  -1.1501486e-008   1.2257687e+003   9.6325259e+002   1.2725309e+000   3.4874146e-005   2.5762542e-005
 -3.1595061e+002   9.4952731e-002   9.9810162e-002   8.7011792e-002   4.7607587e+002   1.0064738e+003   3.3377776e+002   1.3911631e-004   1.0528447e-004   7.5680896e-001  -1.8731240e-006  -1.1413549e-008   1.2256729e+003   9.6315030e+002   1.2725666e+000   3.4854472e-005   2.5759227e-005
 -3.1591598e+002   9.4967652e-002   9.9820558e-002   8.7037426e-002   4.7597595e+002   1.0048140e+003   3.3402809e+002   1.3923989e-004   1.0541607e-004   7.5708236e-001  -1.8735158e-006  -1.1314447e-008   1.2255764e+003   9.6304732e+002   1.2726025e+000   3.4834761e-005   2.5755882e-005
 -3.1588133e+002   9.4982550e-002   9.9848836e-002   8.7052780e-002   4.7587688e+002   1.0036297e+003   3.3345024e+002   1.3936279e-004   1.0554704e-004   7.5735457e-001  -1.8739035e-006  -1.1185806e-008   1.2254810e+003   9.6294557e+002   1.2726378e+000   3.4815178e-005   2.5752569e-005
 -3.1584662e+002   9.4997386e-002   9.9839259e-002   8.7074571e-002   4.7577774e+002   1.0030285e+003   3.3299734e+002   1.3948596e-004   1.0567824e-004   7.5762635e-001  -1.8742878e-006  -1.1074745e-008   1.2253854e+003   9.6284363e+002   1.2726733e+000   3.4795625e-005   2.5749252e-005
 -3.1581190e+002   9.5012232e-002   9.9840727e-002   8.7095384e-002   4.7567880e+002   1.0024058e+003   3.3265207e+002   1.3960920e-004   1.0580954e-004   7.5789808e-001  -1.8746683e-006  -1.0958375e-008   1.2252900e+003   9.6274186e+002   1.2727087e+000   3.4776107e-005   2.5745941e-005
 -3.1577715e+002   9.5026990e-002   9.9852233e-002   8.7131885e-002   4.7557993e+002   1.0017483e+003   3.3248552e+002   1.3973266e-004   1.0594097e-004   7.5816898e-001  -1.8750451e-006  -1.0841851e-008   1.2251946e+003   9.6264009e+002   1.2727442e+000   3.4756646e-005   2.5742630e-005
 -3.1574237e+002   9.5041703e-002   9.9772745e-002   8.7144542e-002   4.7548117e+002   1.0010502e+003   3.3245230e+002   1.3985629e-004   1.0607254e-004   7.5843955e-001  -1.8754192e-006  -1.0755483e-008   1.2250992e+003   9.6253841e+002   1.2727796e+000   3.4737230e-005   2.5739321e-005
 -3.1570753e+002   9.5056465e-002   9.9778802e-002   8.7170686e-002   4.7538256e+002   1.0002996e+003   3.3250190e+002   1.3998014e-004   1.0620433e-004   7.5871001e-001  -1.8757897e-006  -1.0635125e-008   1.2250035e+003   9.6243622e+002   1.2728152e+000   3.4717845e-005   2.5736015e-005
 -3.1567268e+002   9.5071101e-002   9.9794886e-002   8.7198998e-002   4.7528404e+002   9.9949899e+002   3.3270455e+002   1.4010419e-004   1.0633620e-004   7.5897950e-001  -1.8761561e-006  -1.0512967e-008   1.2249077e+003   9.6233405e+002   1.2728509e+000   3.4698516e-005   2.5732709e-005
 -3.1563781e+002   9.5085739e-002   9.9810756e-002   8.7219454e-002   4.7518572e+002   9.9863426e+002   3.3292777e+002   1.4022834e-004   1.0646819e-004   7.5924870e-001  -1.8765193e-006  -1.0417797e-008   1.2248121e+003   9.6223203e+002   1.2728865e+000   3.4679240e-005   2.5729409e-005
 -3.1560292e+002   9.5100408e-002   9.9824656e-002   8.7235706e-002   4.7508760e+002   9.9801609e+002   3.3316489e+002   1.4035258e-004   1.0660033e-004   7.5951810e-001  -1.8768789e-006  -1.0306223e-008   1.2247172e+003   9.6213075e+002   1.2729218e+000   3.4659969e-005   2.5726119e-005
 -3.1556800e+002   9.5114907e-002   9.9837919e-002   8.7263059e-002   4.7498912e+002   9.9747803e+002   3.3343356e+002   1.4047770e-004   1.0673306e-004   7.5978646e-001  -1.8772351e-006  -1.0199937e-008   1.2246206e+003   9.6202769e+002   1.2729578e+000   3.4640756e-005   2.5722808e-005
 -3.1553304e+002   9.5129461e-002   9.9908884e-002   8.7279859e-002   4.7489143e+002   9.9689759e+002   3.3389746e+002   1.4060238e-004   1.0686539e-004   7.6005390e-001  -1.8775870e-006  -1.0066312e-008   1.2245245e+003   9.6192499e+002   1.2729937e+000   3.4621636e-005   2.5719528e-005
 -3.1549805e+002   9.5144025e-002   9.9857353e-002   8.7315435e-002   4.7479388e+002   9.9626973e+002   3.3432663e+002   1.4072720e-004   1.0699787e-004   7.6032118e-001  -1.8779361e-006  -9.9763074e-009   1.2244283e+003   9.6182222e+002   1.2730297e+000   3.4602553e-005   2.5716250e-005
 -3.1546304e+002   9.5158421e-002   9.9902249e-002   8.7333471e-002   4.7469630e+002   9.9555531e+002   3.3469224e+002   1.4085224e-004   1.0713044e-004   7.6058741e-001  -1.8782798e-006  -9.8186355e-009   1.2243323e+003   9.6171973e+002   1.2730656e+000   3.4583530e-005   2.5712970e-005
 -3.1542803e+002   9.5172840e-002   9.9871556e-002   8.7353294e-002   4.7459878e+002   9.9479007e+002   3.3503393e+002   1.4097752e-004   1.0726328e-004   7.6085375e-001  -1.8786212e-006  -9.7496758e-009   1.2242364e+003   9.6161731e+002   1.2731015e+000   3.4564535e-005   2.5709688e-005
 -3.1539301e+002   9.5187228e-002   9.9879245e-002   8.7363041e-002   4.7450166e+002   9.9394508e+002   3.3537630e+002   1.4110265e-004   1.0739593e-004   7.6111916e-001  -1.8789597e-006  -9.6676205e-009   1.2241404e+003   9.6151470e+002   1.2731374e+000   3.4545619e-005   2.5706420e-005
 -3.1535796e+002   9.5201517e-002   9.9884166e-002   8.7386906e-002   4.7440459e+002   9.9301121e+002   3.3577236e+002   1.4122814e-004   1.0752881e-004   7.6138373e-001  -1.8792952e-006  -9.5709349e-009   1.2240444e+003   9.6141219e+002   1.2731734e+000   3.4526763e-005   2.5703153e-005
 -3.1532292e+002   9.5215819e-002   9.9899735e-002   8.7408987e-002   4.7430771e+002   9.9198215e+002   3.3670880e+002   1.4135374e-004   1.0766187e-004   7.6164853e-001  -1.8796266e-006  -9.4596215e-009   1.2239491e+003   9.6131040e+002   1.2732091e+000   3.4507921e-005   2.5699893e-005
 -3.1528785e+002   9.5230070e-002   9.9899687e-002   8.7424700e-002   4.7421111e+002   9.9073429e+002   3.3619900e+002   1.4147928e-004   1.0779480e-004   7.6191224e-001  -1.8799545e-006  -9.3482593e-009   1.2238536e+003   9.6120831e+002   1.2732449e+000   3.4489162e-005   2.5696642e-005
 -3.1525279e+002   9.5244187e-002   9.9920299e-002   8.7428927e-002   4.7411433e+002   9.8928482e+002   3.3593826e+002   1.4160494e-004   1.0792780e-004   7.6217542e-001  -1.8802784e-006  -9.2380595e-009   1.2237594e+003   9.6110775e+002   1.2732802e+000   3.4470411e-005   2.5693387e-005
 -3.1521770e+002   9.5258248e-002   9.9930753e-002   8.7456974e-002   4.7401730e+002   9.8769624e+002   3.3570749e+002   1.4173143e-004   1.0806161e-004   7.6243933e-001  -1.8805984e-006  -9.1192202e-009   1.2236641e+003   9.6100601e+002   1.2733158e+000   3.4451667e-005   2.5690114e-005
 -3.1518262e+002   9.5272313e-002   9.9924908e-002   8.7487607e-002   4.7392093e+002   9.8710214e+002   3.3635394e+002   1.4185742e-004   1.0819491e-004   7.6270180e-001  -1.8809141e-006  -8.9991114e-009   1.2235694e+003   9.6090484e+002   1.2733513e+000   3.4433038e-005   2.5686866e-005
 -3.1514752e+002   9.5286304e-002   9.9969502e-002   8.7473794e-002   4.7382476e+002   9.8646389e+002   3.3569395e+002   1.4198347e-004   1.0832818e-004   7.6296331e-001  -1.8812267e-006  -8.9058508e-009   1.2234745e+003   9.6080353e+002   1.2733868e+000   3.4414477e-005   2.5683625e-005
 -3.1511242e+002   9.5300291e-002   1.0123747e-001   8.7512574e-002   4.7372875e+002   9.8579927e+002   3.3534844e+002   1.4210950e-004   1.0846150e-004   7.6322484e-001  -1.8815351e-006  -8.7881608e-009   1.2233804e+003   9.6070306e+002   1.2734220e+000   3.4395951e-005   2.5680387e-005
 -3.1507730e+002   9.5314227e-002   1.0134988e-001   8.7509377e-002   4.7363294e+002   9.8510840e+002   3.3511429e+002   1.4223567e-004   1.0859492e-004   7.6348583e-001  -1.8818399e-006  -8.6783111e-009   1.2232865e+003   9.6060283e+002   1.2734571e+000   3.4377478e-005   2.5677157e-005
 -3.1504218e+002   9.5328090e-002   9.9993600e-002   8.7554882e-002   4.7353715e+002   9.8438146e+002   3.3490493e+002   1.4236204e-004   1.0872847e-004   7.6374626e-001  -1.8821404e-006  -8.5558175e-009   1.2231925e+003   9.6050257e+002   1.2734922e+000   3.4359059e-005   2.5673922e-005
 -3.1500703e+002   9.5341959e-002   1.0001361e-001   8.7559169e-002   4.7344162e+002   9.8361358e+002   3.3472963e+002   1.4248848e-004   1.0886207e-004   7.6400609e-001  -1.8824375e-006  -8.4523937e-009   1.2230981e+003   9.6040169e+002   1.2735276e+000   3.4340695e-005   2.5670694e-005
 -3.1497189e+002   9.5355708e-002   9.9996559e-002   8.7594031e-002   4.7334633e+002   9.8279920e+002   3.3438604e+002   1.4261497e-004   1.0899556e-004   7.6426452e-001  -1.8827307e-006  -8.3461372e-009   1.2230035e+003   9.6030074e+002   1.2735631e+000   3.4322426e-005   2.5667471e-005
 -3.1493672e+002   9.5369431e-002   1.0001871e-001   8.7602413e-002   4.7325106e+002   9.8179289e+002   3.3418851e+002   1.4274161e-004   1.0912922e-004   7.6452279e-001  -1.8830211e-006  -8.2555413e-009   1.2229090e+003   9.6019982e+002   1.2735985e+000   3.4304179e-005   2.5664251e-005
 -3.1490155e+002   9.5383158e-002   1.0004679e-001   8.7632845e-002   4.7315609e+002   9.8059813e+002   3.3405847e+002   1.4286826e-004   1.0926292e-004   7.6478094e-001  -1.8833081e-006  -8.1593074e-009   1.2228151e+003   9.6009951e+002   1.2736337e+000   3.4285952e-005   2.5661042e-005
 -3.1486635e+002   9.5396781e-002   1.0003552e-001   8.7666942e-002   4.7306113e+002   9.7921377e+002   3.3408119e+002   1.4299520e-004   1.0939682e-004   7.6503845e-001  -1.8835906e-006  -8.0258322e-009   1.2227214e+003   9.5999950e+002   1.2736688e+000   3.4267786e-005   2.5657829e-005
 -3.1483113e+002   9.5410422e-002   1.0007441e-001   8.7667469e-002   4.7296634e+002   9.7764628e+002   3.3417010e+002   1.4312221e-004   1.0953085e-004   7.6529593e-001  -1.8838694e-006  -7.9140181e-009   1.2226279e+003   9.5989977e+002   1.2737037e+000   3.4249656e-005   2.5654618e-005
 -3.1479587e+002   9.5424073e-002   1.0003144e-001   8.7721194e-002   4.7287172e+002   9.7589413e+002   3.3411098e+002   1.4324939e-004   1.0966503e-004   7.6555325e-001  -1.8841449e-006  -7.8144031e-009   1.2225343e+003   9.5979993e+002   1.2737386e+000   3.4231549e-005   2.5651415e-005
 -3.1476060e+002   9.5437593e-002   1.0068078e-001   8.7702645e-002   4.7277735e+002   9.7395784e+002   3.3491433e+002   1.4337677e-004   1.0979921e-004   7.6580892e-001  -1.8844162e-006  -7.6933312e-009   1.2224403e+003   9.5969961e+002   1.2737739e+000   3.4213543e-005   2.5648220e-005
 -3.1472530e+002   9.5451165e-002   1.0012479e-001   8.7764924e-002   4.7268324e+002   9.7184128e+002   3.3541134e+002   1.4350426e-004   1.0993355e-004   7.6606471e-001  -1.8846841e-006  -7.5906883e-009   1.2223465e+003   9.5959953e+002   1.2738090e+000   3.4195564e-005   2.5645035e-005
